name,드라마,액션,코미디,스릴러,범죄,모험,로맨스,애니메이션,미스터리,SF,판타지
avec monster,94,89.0,91.0,85.0,83.0,82.0,85.0,NaN,NaN,NaN,77.0
Lee Do Hun,94,90.0,90.0,84.0,84.0,71.0,88.0,84.0,NaN,NaN,68.0
최예원,94,90.0,90.0,79.0,85.0,84.0,84.0,85.0,NaN,NaN,73.0
가을영화,94,92.0,85.0,83.0,85.0,88.0,NaN,79.0,NaN,79.0,78.0
이수윤,94,83.0,92.0,81.0,82.0,73.0,89.0,NaN,NaN,NaN,74.0
시루떡,94,87.0,90.0,80.0,82.0,86.0,87.0,88.0,NaN,NaN,82.0
김의현,93,91.0,91.0,83.0,NaN,88.0,83.0,88.0,NaN,NaN,79.0
김태종,93,92.0,91.0,85.0,84.0,83.0,80.0,80.0,NaN,77.0,71.0
하상욱,90,93.0,89.0,83.0,82.0,88.0,78.0,82.0,NaN,77.0,83.0
영돈,95,89.0,88.0,79.0,82.0,86.0,84.0,81.0,NaN,NaN,78.0
바다,94,82.0,91.0,87.0,81.0,82.0,87.0,89.0,77.0,NaN,NaN
180pills,95,89.0,88.0,NaN,81.0,86.0,81.0,86.0,NaN,NaN,80.0
세리,92,93.0,91.0,83.0,82.0,86.0,80.0,83.0,NaN,76.0,79.0
서지현,95,87.0,88.0,NaN,77.0,85.0,88.0,82.0,NaN,NaN,79.0
심초딩,91,94.0,89.0,81.0,81.0,88.0,76.0,72.0,NaN,81.0,79.0
탈지구 기원자,94,89.0,90.0,82.0,81.0,85.0,84.0,88.0,NaN,NaN,80.0
수ㅍ,95,85.0,90.0,81.0,83.0,80.0,86.0,81.0,NaN,NaN,76.0
이효진,94,87.0,92.0,78.0,80.0,80.0,86.0,NaN,NaN,NaN,76.0
지ㄴ,95,82.0,86.0,84.0,82.0,74.0,86.0,79.0,75.0,NaN,72.0
정현,94,87.0,85.0,81.0,80.0,86.0,88.0,85.0,NaN,NaN,81.0
강원우,94,89.0,89.0,81.0,84.0,87.0,82.0,87.0,NaN,NaN,79.0
PaPa is,94,89.0,91.0,85.0,85.0,78.0,84.0,NaN,NaN,NaN,68.0
문주영,90,93.0,88.0,78.0,77.0,90.0,NaN,90.0,NaN,81.0,82.0
Joan Kim,88,93.0,91.0,NaN,NaN,90.0,79.0,83.0,NaN,80.0,84.0
페페,90,94.0,89.0,82.0,82.0,89.0,NaN,77.0,NaN,83.0,80.0
누리,94,92.0,89.0,84.0,86.0,87.0,86.0,79.0,NaN,74.0,81.0
신재원,93,92.0,89.0,80.0,85.0,89.0,78.0,NaN,NaN,80.0,80.0
신상훈남,93,92.0,89.0,83.0,83.0,87.0,76.0,88.0,NaN,NaN,77.0
사리자,94,88.0,90.0,NaN,79.0,86.0,86.0,83.0,NaN,NaN,77.0
환영인걸까,92,92.0,91.0,85.0,81.0,86.0,NaN,85.0,NaN,80.0,80.0
한재만,94,89.0,90.0,85.0,82.0,80.0,88.0,82.0,NaN,NaN,75.0
싸바,90,93.0,88.0,89.0,81.0,84.0,NaN,NaN,76.0,82.0,79.0
주렁주렁,93,91.0,91.0,82.0,82.0,83.0,85.0,76.0,NaN,NaN,76.0
Riverphoenix,94,92.0,88.0,83.0,87.0,85.0,79.0,84.0,NaN,NaN,NaN
밤빵이,93,92.0,86.0,85.0,83.0,89.0,80.0,NaN,NaN,84.0,79.0
박희준,91,93.0,91.0,NaN,NaN,88.0,83.0,82.0,NaN,80.0,81.0
"""AJ"" Ahn June",90,94.0,86.0,85.0,88.0,82.0,59.0,NaN,NaN,70.0,69.0
이한길,92,92.0,88.0,80.0,82.0,88.0,NaN,86.0,NaN,81.0,82.0
이준서,93,92.0,87.0,81.0,82.0,89.0,NaN,84.0,NaN,80.0,80.0
Woody,90,93.0,90.0,81.0,81.0,88.0,NaN,86.0,NaN,78.0,83.0
안승헌,94,91.0,87.0,82.0,84.0,86.0,NaN,91.0,75.0,79.0,81.0
보글보글,91,92.0,88.0,NaN,70.0,91.0,70.0,85.0,NaN,82.0,83.0
라스트샷,91,94.0,90.0,84.0,83.0,85.0,78.0,80.0,NaN,77.0,78.0
하하,89,94.0,83.0,80.0,80.0,89.0,NaN,90.0,68.0,86.0,78.0
윤지윤,95,91.0,87.0,74.0,85.0,84.0,83.0,NaN,74.0,78.0,NaN
최형택,91,94.0,85.0,84.0,84.0,89.0,76.0,72.0,NaN,79.0,78.0
영화를봅니다,94,91.0,90.0,80.0,82.0,87.0,75.0,88.0,NaN,NaN,78.0
언논논,92,93.0,88.0,84.0,86.0,87.0,NaN,85.0,NaN,79.0,78.0
ymcus,92,93.0,89.0,85.0,86.0,87.0,78.0,NaN,73.0,77.0,76.0
한예찬,89,94.0,91.0,81.0,78.0,87.0,71.0,79.0,NaN,84.0,79.0
ㅅㅈ,93,91.0,90.0,79.0,81.0,87.0,85.0,75.0,NaN,NaN,78.0
송현우(필송),92,92.0,90.0,79.0,83.0,89.0,78.0,89.0,NaN,NaN,82.0
JQ,90,94.0,87.0,78.0,81.0,88.0,78.0,88.0,NaN,78.0,81.0
Empty land,91,93.0,90.0,82.0,85.0,88.0,74.0,73.0,NaN,79.0,77.0
음악감독지망생,95,90.0,86.0,85.0,86.0,85.0,78.0,NaN,74.0,NaN,76.0
주연,90,88.0,85.0,NaN,NaN,92.0,NaN,91.0,NaN,75.0,86.0
윤병열,94,89.0,86.0,85.0,90.0,76.0,72.0,72.0,73.0,NaN,NaN
nasty,91,94.0,90.0,83.0,83.0,87.0,79.0,69.0,NaN,79.0,79.0
FEA,94,87.0,92.0,NaN,NaN,86.0,86.0,83.0,NaN,NaN,77.0
최곤,94,88.0,91.0,82.0,81.0,82.0,86.0,75.0,NaN,NaN,74.0
텔라스,95,86.0,85.0,88.0,87.0,78.0,85.0,NaN,84.0,NaN,70.0
민현기,92,94.0,82.0,84.0,87.0,84.0,73.0,NaN,71.0,80.0,NaN
Hoony,95,77.0,91.0,76.0,74.0,77.0,87.0,76.0,NaN,NaN,NaN
최현진,95,88.0,89.0,84.0,83.0,81.0,82.0,76.0,NaN,NaN,NaN
이재민,94,90.0,85.0,84.0,91.0,80.0,77.0,72.0,NaN,NaN,NaN
문혁준,94,92.0,88.0,85.0,85.0,84.0,79.0,NaN,NaN,76.0,75.0
불휘불휘깊은나무,93,93.0,89.0,80.0,87.0,87.0,76.0,86.0,NaN,NaN,78.0
대마초합법화,95,89.0,88.0,87.0,86.0,79.0,81.0,NaN,77.0,NaN,73.0
주윤경,92,91.0,91.0,NaN,NaN,88.0,83.0,82.0,NaN,77.0,79.0
유지혁,93,91.0,90.0,86.0,86.0,84.0,77.0,76.0,NaN,NaN,76.0
YooU,90,94.0,87.0,83.0,83.0,88.0,NaN,88.0,NaN,84.0,80.0
촌마을 아이들,95,79.0,83.0,80.0,88.0,NaN,86.0,NaN,72.0,NaN,66.0
유해강,93,91.0,91.0,83.0,87.0,83.0,74.0,79.0,NaN,NaN,NaN
jdh,91,93.0,86.0,84.0,85.0,88.0,NaN,71.0,NaN,82.0,78.0
센팔,94,90.0,88.0,83.0,85.0,82.0,81.0,NaN,75.0,74.0,NaN
핸문,93,93.0,89.0,85.0,87.0,81.0,77.0,NaN,71.0,73.0,NaN
오현석,93,92.0,87.0,87.0,85.0,86.0,NaN,88.0,NaN,80.0,79.0
조성호,95,89.0,90.0,84.0,84.0,74.0,83.0,NaN,NaN,NaN,NaN
Youngman,90,93.0,89.0,88.0,84.0,86.0,NaN,79.0,NaN,79.0,79.0
닭발군,93,91.0,89.0,83.0,80.0,88.0,NaN,87.0,NaN,80.0,82.0
Cine_Dragon,92,93.0,85.0,85.0,81.0,87.0,NaN,77.0,NaN,84.0,75.0
S2,92,90.0,92.0,83.0,81.0,87.0,NaN,91.0,78.0,NaN,81.0
Johnnyboy,91,93.0,90.0,81.0,82.0,88.0,NaN,90.0,NaN,76.0,78.0
상영,88,94.0,82.0,85.0,82.0,88.0,NaN,71.0,NaN,83.0,81.0
아이렌,94,91.0,87.0,86.0,86.0,87.0,84.0,80.0,NaN,NaN,80.0
모호스님,93,92.0,89.0,82.0,82.0,87.0,NaN,87.0,NaN,77.0,81.0
최진웅,94,91.0,89.0,73.0,83.0,84.0,87.0,NaN,NaN,74.0,NaN
unfilm,94,91.0,87.0,80.0,81.0,89.0,NaN,77.0,NaN,77.0,81.0
엉디,94,89.0,91.0,80.0,85.0,78.0,82.0,78.0,76.0,74.0,NaN
amethyqua,93,93.0,87.0,86.0,86.0,85.0,78.0,NaN,NaN,78.0,76.0
송현민,90,94.0,91.0,80.0,79.0,88.0,76.0,76.0,NaN,79.0,82.0
예솜시아,94,86.0,90.0,NaN,73.0,85.0,87.0,88.0,NaN,NaN,82.0
xxxibgdrgn,92,92.0,89.0,83.0,82.0,89.0,NaN,89.0,NaN,73.0,81.0
jessss,89,88.0,91.0,NaN,NaN,90.0,78.0,91.0,NaN,72.0,84.0
oue,92,90.0,90.0,74.0,78.0,88.0,89.0,84.0,NaN,NaN,81.0
백종규,92,93.0,91.0,80.0,82.0,88.0,78.0,72.0,NaN,78.0,78.0
김성미니,93,93.0,85.0,76.0,85.0,87.0,73.0,NaN,NaN,82.0,74.0
정윤희,93,89.0,91.0,NaN,NaN,87.0,87.0,83.0,NaN,NaN,81.0
달부스러기,93,90.0,88.0,82.0,77.0,90.0,NaN,91.0,NaN,80.0,85.0
2%부족할때,93,88.0,92.0,84.0,80.0,84.0,86.0,89.0,NaN,NaN,NaN
율은사랑,94,91.0,88.0,85.0,85.0,84.0,77.0,83.0,NaN,NaN,NaN
아만보 무비,95,91.0,85.0,81.0,86.0,82.0,81.0,81.0,NaN,74.0,73.0
천천히 걷는 사람,91,92.0,87.0,83.0,NaN,89.0,NaN,93.0,NaN,82.0,83.0
말년을 침착하게,95,90.0,87.0,83.0,85.0,79.0,85.0,75.0,82.0,NaN,72.0
류원철,91,94.0,88.0,85.0,79.0,87.0,NaN,80.0,NaN,83.0,80.0
이종인,92,93.0,88.0,82.0,85.0,88.0,NaN,88.0,NaN,78.0,81.0
김주원,92,91.0,92.0,82.0,86.0,81.0,84.0,79.0,NaN,NaN,NaN
jin,94,90.0,84.0,85.0,90.0,72.0,82.0,NaN,NaN,67.0,NaN
영화보는 춘식이,93,91.0,90.0,80.0,84.0,86.0,80.0,87.0,NaN,NaN,79.0
다솜,93,92.0,90.0,84.0,82.0,87.0,78.0,87.0,NaN,NaN,77.0
화안예지영,95,83.0,90.0,73.0,79.0,81.0,88.0,74.0,NaN,NaN,78.0
봉보르,95,87.0,89.0,78.0,79.0,69.0,91.0,68.0,NaN,NaN,NaN
kawah_ee,94,90.0,90.0,80.0,81.0,88.0,81.0,91.0,NaN,NaN,82.0
정원엽,91,92.0,89.0,89.0,82.0,86.0,NaN,77.0,NaN,81.0,76.0
고유경,93,89.0,85.0,90.0,88.0,66.0,NaN,NaN,86.0,65.0,NaN
하선,92,90.0,93.0,84.0,84.0,83.0,82.0,85.0,NaN,NaN,78.0
잔디,91,92.0,88.0,76.0,NaN,91.0,NaN,84.0,NaN,78.0,84.0
홰홰,92,92.0,88.0,87.0,85.0,86.0,79.0,NaN,NaN,79.0,78.0
Starlit,95,92.0,83.0,85.0,88.0,78.0,79.0,NaN,72.0,77.0,NaN
MAUBBOY,93,91.0,85.0,85.0,88.0,81.0,74.0,NaN,78.0,NaN,77.0
축구선수 홍승민,92,92.0,92.0,85.0,82.0,86.0,83.0,NaN,NaN,76.0,74.0
배재윤,91,94.0,88.0,81.0,79.0,89.0,74.0,80.0,NaN,82.0,83.0
11,91,92.0,92.0,84.0,84.0,85.0,NaN,80.0,NaN,75.0,79.0
순두뷰,94,90.0,91.0,81.0,82.0,85.0,85.0,78.0,NaN,NaN,77.0
홍홍,92,91.0,89.0,82.0,81.0,89.0,80.0,89.0,NaN,83.0,83.0
서주,94,83.0,92.0,85.0,83.0,76.0,85.0,NaN,NaN,NaN,NaN
시가는쿠바산,90,94.0,87.0,86.0,83.0,87.0,NaN,85.0,NaN,80.0,80.0
장염,93,90.0,89.0,84.0,78.0,89.0,NaN,89.0,78.0,79.0,NaN
버드,89,94.0,87.0,86.0,82.0,88.0,NaN,83.0,NaN,81.0,78.0
윤정탁,92,93.0,88.0,84.0,80.0,88.0,NaN,75.0,NaN,84.0,75.0
창지원,89,93.0,91.0,79.0,79.0,88.0,NaN,91.0,NaN,81.0,82.0
다형,93,85.0,90.0,NaN,76.0,88.0,81.0,92.0,NaN,NaN,83.0
강예진,93,90.0,92.0,79.0,80.0,87.0,85.0,81.0,NaN,NaN,82.0
긍스히,94,89.0,89.0,83.0,77.0,86.0,87.0,80.0,NaN,NaN,80.0
jini,92,84.0,91.0,74.0,NaN,87.0,76.0,92.0,NaN,NaN,79.0
이희원,93,92.0,89.0,79.0,80.0,88.0,76.0,82.0,NaN,78.0,80.0
거노,92,94.0,89.0,82.0,83.0,89.0,NaN,84.0,NaN,80.0,74.0
Hoon,95,91.0,90.0,79.0,84.0,83.0,81.0,78.0,NaN,NaN,76.0
규린,91,91.0,87.0,79.0,78.0,89.0,NaN,92.0,NaN,81.0,80.0
🌴👀🍷,93,90.0,90.0,83.0,83.0,87.0,85.0,82.0,NaN,NaN,80.0
사다훔,95,88.0,85.0,86.0,85.0,75.0,84.0,NaN,NaN,NaN,NaN
리소,90,93.0,91.0,86.0,85.0,88.0,NaN,NaN,73.0,81.0,78.0
우요셉,88,94.0,90.0,82.0,77.0,89.0,NaN,85.0,NaN,79.0,81.0
서은쨩,94,77.0,89.0,85.0,86.0,71.0,90.0,NaN,79.0,NaN,NaN
Heena Kim,93,92.0,90.0,NaN,75.0,88.0,83.0,80.0,NaN,73.0,81.0
함영광,92,93.0,86.0,84.0,81.0,88.0,NaN,78.0,NaN,82.0,77.0
효목동 피주먹,91,90.0,91.0,78.0,76.0,87.0,78.0,93.0,NaN,NaN,77.0
빅이또리,94,84.0,90.0,86.0,88.0,NaN,85.0,68.0,74.0,NaN,67.0
유원잉,90,93.0,89.0,88.0,87.0,84.0,NaN,NaN,76.0,80.0,74.0
임지,93,90.0,90.0,76.0,NaN,89.0,81.0,83.0,NaN,76.0,83.0
이경하,93,92.0,89.0,76.0,81.0,88.0,NaN,88.0,NaN,78.0,84.0
USS,95,85.0,89.0,82.0,81.0,84.0,81.0,89.0,NaN,NaN,NaN
조민,92,93.0,87.0,82.0,84.0,89.0,79.0,73.0,NaN,80.0,78.0
전현우,94,91.0,89.0,84.0,87.0,82.0,78.0,NaN,NaN,78.0,NaN
sunm5ng,95,83.0,92.0,72.0,78.0,70.0,89.0,65.0,NaN,NaN,NaN
bigmoney2026,94,91.0,89.0,84.0,86.0,84.0,80.0,75.0,NaN,NaN,NaN
현뉴나,93,90.0,91.0,81.0,78.0,88.0,82.0,84.0,NaN,NaN,80.0
나디에,94,90.0,90.0,82.0,86.0,80.0,83.0,NaN,NaN,NaN,71.0
김영곤,91,90.0,81.0,82.0,93.0,NaN,83.0,81.0,83.0,NaN,76.0
OnePlate,91,93.0,86.0,82.0,80.0,89.0,NaN,89.0,NaN,82.0,82.0
금아라,94,88.0,91.0,78.0,84.0,83.0,87.0,78.0,NaN,NaN,77.0
김재원,89,91.0,87.0,70.0,75.0,89.0,NaN,94.0,NaN,78.0,82.0
nuwaboi,93,92.0,88.0,87.0,88.0,80.0,68.0,NaN,77.0,74.0,NaN
경연,93,90.0,91.0,78.0,NaN,87.0,84.0,85.0,NaN,NaN,81.0
Bellllaa,93,92.0,90.0,83.0,81.0,87.0,83.0,NaN,NaN,75.0,78.0
쿠엔틴 승우티노,95,85.0,91.0,81.0,84.0,78.0,84.0,78.0,NaN,NaN,74.0
우산이끼,95,89.0,89.0,81.0,82.0,84.0,85.0,75.0,NaN,NaN,76.0
김석원,88,95.0,79.0,83.0,85.0,89.0,NaN,67.0,67.0,84.0,75.0
수리진,94,90.0,90.0,84.0,80.0,84.0,85.0,NaN,NaN,76.0,77.0
김예또,93,88.0,92.0,NaN,70.0,85.0,89.0,84.0,NaN,NaN,78.0
문다현,91,91.0,91.0,86.0,NaN,88.0,NaN,86.0,NaN,79.0,85.0
이한강,92,93.0,80.0,89.0,86.0,85.0,NaN,NaN,72.0,83.0,78.0
좋하현,90,90.0,91.0,NaN,NaN,90.0,82.0,91.0,NaN,77.0,87.0
A$ap Rocky,90,94.0,86.0,81.0,86.0,90.0,NaN,89.0,NaN,80.0,77.0
Kyunghwa,92,91.0,91.0,78.0,NaN,88.0,78.0,84.0,NaN,NaN,80.0
SooYeon Kim,93,92.0,88.0,78.0,77.0,88.0,88.0,75.0,NaN,77.0,81.0
Oldboy ,94,92.0,79.0,84.0,91.0,74.0,NaN,67.0,61.0,74.0,NaN
Jonghwan Kim,89,94.0,89.0,80.0,78.0,89.0,76.0,75.0,NaN,84.0,82.0
황쭈노,89,94.0,85.0,81.0,82.0,89.0,NaN,84.0,NaN,85.0,77.0
hellaC,92,93.0,90.0,83.0,82.0,88.0,82.0,75.0,NaN,80.0,82.0
김은중,95,89.0,89.0,81.0,82.0,85.0,82.0,79.0,NaN,76.0,76.0
redbyzan,93,93.0,89.0,83.0,84.0,80.0,82.0,NaN,NaN,NaN,70.0
구월이,91,94.0,89.0,84.0,81.0,87.0,NaN,NaN,NaN,81.0,79.0
배서환,91,92.0,88.0,NaN,NaN,89.0,81.0,89.0,NaN,81.0,84.0
Jeroro,92,92.0,90.0,83.0,82.0,86.0,NaN,86.0,NaN,79.0,80.0
하로,92,91.0,89.0,80.0,78.0,89.0,77.0,92.0,NaN,79.0,80.0
GeonHee Lim,92,91.0,90.0,87.0,NaN,87.0,82.0,81.0,NaN,79.0,81.0
조아이,91,93.0,91.0,85.0,84.0,85.0,77.0,72.0,NaN,76.0,74.0
Victor Jang,90,94.0,84.0,81.0,NaN,91.0,72.0,79.0,NaN,83.0,82.0
케이크,95,89.0,90.0,83.0,85.0,81.0,79.0,75.0,NaN,NaN,74.0
Wisehead_doo,92,92.0,86.0,83.0,81.0,89.0,80.0,77.0,NaN,81.0,81.0
Kodak,93,92.0,87.0,87.0,87.0,80.0,83.0,NaN,72.0,75.0,69.0
DwLEE,93,92.0,86.0,83.0,82.0,88.0,NaN,91.0,NaN,NaN,83.0
햄튜브,93,90.0,92.0,84.0,78.0,86.0,82.0,82.0,NaN,NaN,79.0
한송이,92,91.0,92.0,77.0,NaN,87.0,84.0,77.0,NaN,NaN,83.0
염민식,91,92.0,84.0,88.0,80.0,91.0,NaN,87.0,NaN,79.0,80.0
이상원,93,93.0,85.0,82.0,83.0,88.0,NaN,79.0,NaN,82.0,75.0
우수민,94,87.0,91.0,71.0,NaN,87.0,84.0,90.0,NaN,NaN,80.0
조혜진,94,89.0,90.0,76.0,NaN,85.0,85.0,81.0,NaN,NaN,78.0
우수,91,93.0,87.0,82.0,85.0,88.0,NaN,82.0,NaN,80.0,80.0
이용선,91,93.0,91.0,79.0,79.0,87.0,78.0,83.0,NaN,76.0,83.0
ui_ui,94,88.0,90.0,78.0,79.0,83.0,87.0,78.0,NaN,NaN,74.0
영화라는 종합예술,95,89.0,86.0,81.0,85.0,84.0,81.0,80.0,NaN,NaN,NaN
음쏘굿,93,87.0,92.0,77.0,NaN,88.0,83.0,87.0,NaN,NaN,82.0
이경아,95,88.0,87.0,80.0,85.0,77.0,86.0,78.0,NaN,NaN,78.0
연어덮밥,93,90.0,91.0,79.0,NaN,87.0,83.0,92.0,NaN,77.0,79.0
SeongBok Lee,94,92.0,89.0,83.0,86.0,83.0,81.0,71.0,NaN,74.0,NaN
기내식,90,93.0,90.0,78.0,80.0,90.0,NaN,70.0,NaN,82.0,84.0
🍾🌼,94,91.0,90.0,85.0,85.0,83.0,81.0,78.0,74.0,NaN,NaN
티벳토끼,93,87.0,86.0,88.0,84.0,87.0,NaN,89.0,85.0,NaN,NaN
J - LEE ♠︎,95,84.0,83.0,83.0,89.0,NaN,80.0,NaN,81.0,NaN,NaN
로기,90,94.0,82.0,82.0,81.0,89.0,NaN,NaN,64.0,83.0,76.0
ROBO,91,93.0,86.0,81.0,84.0,90.0,NaN,88.0,NaN,80.0,83.0
안망고,93,NaN,92.0,NaN,75.0,86.0,86.0,89.0,NaN,NaN,80.0
준댄스,94,89.0,90.0,84.0,80.0,86.0,80.0,79.0,NaN,NaN,80.0
아이민,92,93.0,89.0,86.0,87.0,78.0,75.0,NaN,NaN,63.0,64.0
아놀드,93,91.0,92.0,86.0,87.0,74.0,75.0,NaN,NaN,69.0,66.0
Hyungun Kim,91,94.0,89.0,81.0,87.0,83.0,80.0,NaN,NaN,76.0,76.0
지효,93,89.0,89.0,85.0,81.0,88.0,84.0,89.0,NaN,NaN,83.0
씨문,90,91.0,90.0,NaN,NaN,90.0,81.0,90.0,NaN,77.0,84.0
쑤쑤쑤,92,93.0,87.0,87.0,84.0,87.0,NaN,82.0,NaN,81.0,81.0
카프리썬,94,91.0,87.0,78.0,90.0,78.0,89.0,82.0,78.0,NaN,NaN
개가오,91,93.0,88.0,80.0,82.0,89.0,NaN,87.0,NaN,81.0,79.0
뭅먼트,94,92.0,85.0,87.0,84.0,84.0,NaN,74.0,78.0,79.0,NaN
Genie_the_lamp,90,89.0,91.0,NaN,NaN,90.0,77.0,92.0,NaN,74.0,85.0
김섬세,93,89.0,91.0,84.0,85.0,87.0,74.0,84.0,NaN,NaN,77.0
니시,93,92.0,89.0,84.0,84.0,86.0,80.0,81.0,NaN,79.0,78.0
Jinhee Park,92,92.0,83.0,89.0,80.0,87.0,NaN,78.0,80.0,77.0,80.0
앵e,93,89.0,91.0,79.0,80.0,86.0,85.0,87.0,NaN,NaN,80.0
김로,93,92.0,88.0,84.0,86.0,86.0,74.0,85.0,NaN,76.0,78.0
강결,93,92.0,87.0,84.0,85.0,84.0,82.0,78.0,NaN,74.0,73.0
오디세우스,89,93.0,86.0,76.0,NaN,92.0,NaN,91.0,NaN,83.0,82.0
추예진,93,90.0,92.0,77.0,NaN,87.0,84.0,82.0,NaN,NaN,77.0
힞키코모리,92,91.0,91.0,86.0,80.0,88.0,NaN,84.0,NaN,NaN,83.0
Da Ye Lee,93,88.0,92.0,77.0,NaN,88.0,82.0,87.0,NaN,NaN,82.0
태연,93,91.0,91.0,77.0,78.0,86.0,87.0,79.0,NaN,NaN,78.0
솧솧,93,75.0,93.0,NaN,NaN,84.0,87.0,85.0,NaN,NaN,79.0
진주,95,86.0,90.0,76.0,75.0,84.0,86.0,85.0,NaN,NaN,NaN
이진규,91,93.0,88.0,84.0,84.0,88.0,NaN,85.0,72.0,79.0,79.0
LSD,94,90.0,90.0,85.0,88.0,80.0,79.0,75.0,70.0,NaN,69.0
에리코,94,92.0,87.0,84.0,87.0,84.0,75.0,NaN,NaN,75.0,71.0
최지석,89,93.0,87.0,78.0,72.0,91.0,NaN,89.0,NaN,82.0,82.0
꽃가람,94,91.0,90.0,85.0,85.0,82.0,82.0,72.0,NaN,NaN,75.0
YJ Kim,93,90.0,91.0,76.0,78.0,88.0,79.0,86.0,NaN,77.0,81.0
보기나해,94,91.0,89.0,83.0,85.0,85.0,84.0,78.0,NaN,73.0,76.0
가을하늘,91,94.0,86.0,82.0,82.0,88.0,69.0,NaN,63.0,83.0,79.0
첼정훈,93,92.0,89.0,84.0,86.0,86.0,NaN,81.0,NaN,75.0,78.0
방구석 영화덕후,94,91.0,88.0,82.0,85.0,87.0,NaN,76.0,NaN,75.0,74.0
Inbridge,94,90.0,89.0,NaN,79.0,86.0,81.0,89.0,NaN,NaN,80.0
이원모,92,92.0,88.0,88.0,88.0,81.0,NaN,NaN,73.0,73.0,NaN
시나몬,94,83.0,86.0,87.0,81.0,NaN,87.0,92.0,78.0,NaN,83.0
Ki-doo Kyung,92,93.0,88.0,86.0,85.0,84.0,74.0,NaN,NaN,78.0,75.0
장진우,88,94.0,84.0,84.0,81.0,89.0,NaN,74.0,69.0,83.0,80.0
gb,94,91.0,87.0,71.0,NaN,84.0,86.0,86.0,NaN,NaN,85.0
김현수,91,94.0,87.0,87.0,86.0,84.0,73.0,NaN,NaN,74.0,74.0
"김채운 ""A movielover""",92,92.0,87.0,84.0,86.0,89.0,NaN,88.0,NaN,79.0,79.0
최선경,94,91.0,91.0,78.0,83.0,85.0,84.0,NaN,NaN,76.0,72.0
seong,94,91.0,89.0,85.0,84.0,86.0,79.0,83.0,NaN,79.0,79.0
다영,95,88.0,87.0,84.0,87.0,79.0,83.0,NaN,70.0,NaN,69.0
취미생활하는애,94,90.0,89.0,82.0,81.0,86.0,84.0,79.0,NaN,NaN,79.0
백종훈,88,94.0,89.0,78.0,75.0,91.0,NaN,85.0,NaN,82.0,83.0
시바견,93,92.0,86.0,85.0,85.0,88.0,NaN,81.0,NaN,80.0,78.0
박태원,91,93.0,89.0,82.0,85.0,89.0,NaN,80.0,NaN,82.0,81.0
PinoKcio,89,91.0,86.0,76.0,79.0,90.0,NaN,93.0,NaN,80.0,81.0
김지은,93,91.0,89.0,83.0,85.0,88.0,NaN,80.0,75.0,82.0,78.0
시니컬오렌지,94,89.0,89.0,79.0,83.0,83.0,87.0,NaN,NaN,NaN,76.0
늘하른푸,91,93.0,89.0,88.0,83.0,85.0,78.0,83.0,NaN,NaN,78.0
차상원 SangWon CHA,93,92.0,89.0,87.0,85.0,83.0,80.0,77.0,74.0,NaN,NaN
ㄱ강현우,93,93.0,89.0,86.0,85.0,84.0,74.0,73.0,NaN,NaN,74.0
유지현,92,90.0,91.0,84.0,80.0,88.0,NaN,84.0,NaN,NaN,82.0
핏쟈,92,92.0,90.0,84.0,80.0,88.0,NaN,89.0,NaN,NaN,80.0
고망쥐,93,89.0,91.0,80.0,81.0,87.0,84.0,88.0,NaN,NaN,80.0
멋쟁이,94,88.0,92.0,NaN,NaN,88.0,79.0,78.0,NaN,NaN,80.0
솔솔,91,92.0,91.0,84.0,76.0,89.0,78.0,77.0,NaN,79.0,83.0
쪼렙,93,88.0,92.0,NaN,NaN,87.0,87.0,80.0,NaN,NaN,80.0
takame,93,90.0,89.0,77.0,NaN,89.0,86.0,85.0,NaN,NaN,83.0
느피,93,90.0,91.0,78.0,80.0,87.0,85.0,85.0,NaN,NaN,80.0
유쟁잉,93,80.0,91.0,NaN,NaN,81.0,89.0,88.0,NaN,NaN,82.0
최진욱,91,93.0,84.0,86.0,81.0,87.0,NaN,75.0,NaN,86.0,78.0
하마선생,91,93.0,90.0,79.0,81.0,88.0,73.0,78.0,NaN,74.0,85.0
Soohyeon Noh,93,92.0,90.0,81.0,82.0,87.0,84.0,77.0,NaN,73.0,78.0
박규동,95,91.0,86.0,81.0,85.0,85.0,83.0,NaN,73.0,76.0,71.0
강창래,93,92.0,91.0,83.0,83.0,85.0,80.0,82.0,NaN,74.0,77.0
석범이래,91,93.0,88.0,83.0,86.0,88.0,74.0,81.0,NaN,77.0,78.0
졸리면자야지,95,90.0,86.0,83.0,88.0,82.0,78.0,NaN,74.0,79.0,NaN
임클립,90,94.0,80.0,79.0,71.0,90.0,NaN,77.0,NaN,82.0,75.0
향함,91,95.0,78.0,NaN,84.0,89.0,NaN,80.0,NaN,85.0,73.0
다섬,94,91.0,90.0,82.0,82.0,87.0,83.0,76.0,NaN,NaN,82.0
이지아,93,89.0,88.0,NaN,NaN,88.0,86.0,92.0,NaN,75.0,83.0
윤소이,94,88.0,90.0,76.0,NaN,88.0,81.0,86.0,NaN,NaN,84.0
장호준,93,92.0,90.0,83.0,86.0,81.0,78.0,NaN,NaN,NaN,71.0
천정범,95,90.0,90.0,73.0,87.0,83.0,75.0,80.0,NaN,NaN,NaN
비기베어,95,89.0,86.0,81.0,86.0,84.0,85.0,82.0,74.0,74.0,NaN
박상아,94,81.0,91.0,77.0,72.0,85.0,85.0,90.0,NaN,NaN,78.0
